Cargo,Personal Planta Contrato Plazo Fijo,Personal Planta Contrato Plazo Indefinido,Mes,Año,Empresa
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,7,2020,Sudmaris
Jefes de Turno,0,0.0,7,2020,Sudmaris
Supervisores Producción,0,0.0,7,2020,Sudmaris
Supervisores Calidad,0,0.0,7,2020,Sudmaris
Monitores Calidad,0,0.0,7,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,7,2020,Sudmaris
Tesorero,0,0.0,7,2020,Sudmaris
Asistente Contabilidad,0,0.0,7,2020,Sudmaris
Jefe RRHH,0,0.0,7,2020,Sudmaris
Jefe de Adquisición,0,0.0,7,2020,Sudmaris
Prevención de Riesgo,0,0.0,7,2020,Sudmaris
Control de Gestión,0,0.0,7,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,7,2020,Sudmaris
Operarios directos (producción),185,18.0,7,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",33,5.0,7,2020,Sudmaris
Jefes de Turno,0,2.0,7,2020,Sudmaris
Supervisores Producción,3,6.0,7,2020,Sudmaris
Supervisores Calidad,0,2.0,7,2020,Sudmaris
Monitores Calidad,7,4.0,7,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,13.0,7,2020,Sudmaris
Tesorero,1,1.0,7,2020,Sudmaris
Asistente Contabilidad,0,1.0,7,2020,Sudmaris
Jefe RRHH,0,1.0,7,2020,Sudmaris
Jefe de Adquisición,0,1.0,7,2020,Sudmaris
Prevención de Riesgo,0,2.0,7,2020,Sudmaris
Control de Gestión,0,2.0,7,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,3,20.0,7,2020,Sudmaris
Operarios directos (producción),0,0.0,8,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,8,2020,Sudmaris
Jefes de Turno,0,0.0,8,2020,Sudmaris
Supervisores Producción,0,0.0,8,2020,Sudmaris
Supervisores Calidad,0,0.0,8,2020,Sudmaris
Monitores Calidad,0,0.0,8,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,8,2020,Sudmaris
Tesorero,0,0.0,8,2020,Sudmaris
Asistente Contabilidad,0,0.0,8,2020,Sudmaris
Jefe RRHH,0,0.0,8,2020,Sudmaris
Jefe de Adquisición,0,0.0,8,2020,Sudmaris
Prevención de Riesgo,0,0.0,8,2020,Sudmaris
Control de Gestión,0,0.0,8,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,8,2020,Sudmaris
Operarios directos (producción),142,23.0,8,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",35,5.0,8,2020,Sudmaris
Jefes de Turno,0,2.0,8,2020,Sudmaris
Supervisores Producción,5,6.0,8,2020,Sudmaris
Supervisores Calidad,0,2.0,8,2020,Sudmaris
Monitores Calidad,7,4.0,8,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,1,11.0,8,2020,Sudmaris
Tesorero,1,1.0,8,2020,Sudmaris
Asistente Contabilidad,0,2.0,8,2020,Sudmaris
Jefe RRHH,0,1.0,8,2020,Sudmaris
Jefe de Adquisición,0,1.0,8,2020,Sudmaris
Prevención de Riesgo,0,2.0,8,2020,Sudmaris
Control de Gestión,0,2.0,8,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,5,27.0,8,2020,Sudmaris
Operarios directos (producción),0,0.0,9,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,9,2020,Sudmaris
Jefes de Turno,0,0.0,9,2020,Sudmaris
Supervisores Producción,0,0.0,9,2020,Sudmaris
Supervisores Calidad,0,0.0,9,2020,Sudmaris
Monitores Calidad,0,0.0,9,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,9,2020,Sudmaris
Tesorero,0,0.0,9,2020,Sudmaris
Asistente Contabilidad,0,0.0,9,2020,Sudmaris
Jefe RRHH,0,0.0,9,2020,Sudmaris
Jefe de Adquisición,0,0.0,9,2020,Sudmaris
Prevención de Riesgo,0,0.0,9,2020,Sudmaris
Control de Gestión,0,0.0,9,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,9,2020,Sudmaris
Operarios directos (producción),76,23.0,9,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",21,3.0,9,2020,Sudmaris
Jefes de Turno,0,2.0,9,2020,Sudmaris
Supervisores Producción,4,6.0,9,2020,Sudmaris
Supervisores Calidad,0,2.0,9,2020,Sudmaris
Monitores Calidad,5,4.0,9,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,1,12.0,9,2020,Sudmaris
Tesorero,1,1.0,9,2020,Sudmaris
Asistente Contabilidad,0,2.0,9,2020,Sudmaris
Jefe RRHH,0,1.0,9,2020,Sudmaris
Jefe de Adquisición,0,1.0,9,2020,Sudmaris
Prevención de Riesgo,0,2.0,9,2020,Sudmaris
Control de Gestión,0,2.0,9,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,5,27.0,9,2020,Sudmaris
Operarios directos (producción),0,0.0,10,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,10,2020,Sudmaris
Jefes de Turno,0,0.0,10,2020,Sudmaris
Supervisores Producción,0,0.0,10,2020,Sudmaris
Supervisores Calidad,0,0.0,10,2020,Sudmaris
Monitores Calidad,0,0.0,10,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,10,2020,Sudmaris
Tesorero,0,0.0,10,2020,Sudmaris
Asistente Contabilidad,0,0.0,10,2020,Sudmaris
Jefe RRHH,0,0.0,10,2020,Sudmaris
Jefe de Adquisición,0,0.0,10,2020,Sudmaris
Prevención de Riesgo,0,0.0,10,2020,Sudmaris
Control de Gestión,0,0.0,10,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,10,2020,Sudmaris
Operarios directos (producción),0,0.0,11,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,11,2020,Sudmaris
Jefes de Turno,0,0.0,11,2020,Sudmaris
Supervisores Producción,0,0.0,11,2020,Sudmaris
Supervisores Calidad,0,0.0,11,2020,Sudmaris
Monitores Calidad,0,0.0,11,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,11,2020,Sudmaris
Tesorero,0,0.0,11,2020,Sudmaris
Asistente Contabilidad,0,0.0,11,2020,Sudmaris
Jefe RRHH,0,0.0,11,2020,Sudmaris
Jefe de Adquisición,0,0.0,11,2020,Sudmaris
Prevención de Riesgo,0,0.0,11,2020,Sudmaris
Control de Gestión,0,0.0,11,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,11,2020,Sudmaris
Operarios directos (producción),147,28.0,11,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",30,3.0,11,2020,Sudmaris
Jefes de Turno,0,2.0,11,2020,Sudmaris
Supervisores Producción,5,6.0,11,2020,Sudmaris
Supervisores Calidad,0,2.0,11,2020,Sudmaris
Monitores Calidad,8,4.0,11,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,1,11.0,11,2020,Sudmaris
Tesorero,1,0.0,11,2020,Sudmaris
Asistente Contabilidad,0,2.0,11,2020,Sudmaris
Jefe RRHH,0,1.0,11,2020,Sudmaris
Jefe de Adquisición,0,1.0,11,2020,Sudmaris
Prevención de Riesgo,1,2.0,11,2020,Sudmaris
Control de Gestión,0,2.0,11,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,1,22.0,11,2020,Sudmaris
Operarios directos (producción),0,0.0,12,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",0,0.0,12,2020,Sudmaris
Jefes de Turno,0,0.0,12,2020,Sudmaris
Supervisores Producción,0,0.0,12,2020,Sudmaris
Supervisores Calidad,0,0.0,12,2020,Sudmaris
Monitores Calidad,0,0.0,12,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,0,0.0,12,2020,Sudmaris
Tesorero,0,0.0,12,2020,Sudmaris
Asistente Contabilidad,0,0.0,12,2020,Sudmaris
Jefe RRHH,0,0.0,12,2020,Sudmaris
Jefe de Adquisición,0,0.0,12,2020,Sudmaris
Prevención de Riesgo,0,0.0,12,2020,Sudmaris
Control de Gestión,0,0.0,12,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,0.0,12,2020,Sudmaris
Operarios directos (producción),169,19.0,12,2020,Sudmaris
"Operarios Indirectos (Frigorífico, Aseo, etc)",33,3.0,12,2020,Sudmaris
Jefes de Turno,0,2.0,12,2020,Sudmaris
Supervisores Producción,5,6.0,12,2020,Sudmaris
Supervisores Calidad,0,2.0,12,2020,Sudmaris
Monitores Calidad,9,4.0,12,2020,Sudmaris
Operadores Mantención y Administración Directo Planta (Contador,1,12.0,12,2020,Sudmaris
Tesorero,1,1.0,12,2020,Sudmaris
Asistente Contabilidad,0,2.0,12,2020,Sudmaris
Jefe RRHH,0,1.0,12,2020,Sudmaris
Jefe de Adquisición,0,1.0,12,2020,Sudmaris
Prevención de Riesgo,1,2.0,12,2020,Sudmaris
Control de Gestión,0,2.0,12,2020,Sudmaris
Otro cargo que su trabajo esté asociado directamente con Planta,0,26.0,12,2020,Sudmaris
Operarios directos (producción),210.43333333333334,67.73333333333333,Enero,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",4.0,20.7,Enero,2020,Blue Shell
Jefes de Turno,0.0,2.0,Enero,2020,Blue Shell
Supervisores Producción,0.5666666666666667,7.0,Enero,2020,Blue Shell
Supervisores Calidad,0.0,2.0,Enero,2020,Blue Shell
Monitores Calidad,6.433333333333334,2.0,Enero,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.8,18.0,Enero,2020,Blue Shell
Tesorero,0.0,0.0,Enero,2020,Blue Shell
Asistente Contabilidad,0.0,2.0,Enero,2020,Blue Shell
Jefe RRHH,0.0,1.0,Enero,2020,Blue Shell
Jefe de Adquisición,0.0,2.0,Enero,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Enero,2020,Blue Shell
Control de Gestión,0.0,9.533333333333333,Enero,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,2.0,37.86666666666667,Enero,2020,Blue Shell
Operarios directos (producción),260.0,63.0,Febrero ,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",5.0,21.0,Febrero ,2020,Blue Shell
Jefes de Turno,0.0,2.0,Febrero ,2020,Blue Shell
Supervisores Producción,1.0,7.0,Febrero ,2020,Blue Shell
Supervisores Calidad,0.0,2.0,Febrero ,2020,Blue Shell
Monitores Calidad,7.0,2.0,Febrero ,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,18.0,Febrero ,2020,Blue Shell
Tesorero,0.0,0.0,Febrero ,2020,Blue Shell
Asistente Contabilidad,0.0,2.0,Febrero ,2020,Blue Shell
Jefe RRHH,0.0,1.0,Febrero ,2020,Blue Shell
Jefe de Adquisición,0.0,2.0,Febrero ,2020,Blue Shell
Prevención de Riesgo,1.0,0.0,Febrero ,2020,Blue Shell
Control de Gestión,1.0,9.0,Febrero ,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,3.0,36.0,Febrero ,2020,Blue Shell
Operarios directos (producción),272.0,62.0,Marzo ,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",6.0,21.0,Marzo ,2020,Blue Shell
Jefes de Turno,0.0,2.0,Marzo ,2020,Blue Shell
Supervisores Producción,1.0,7.0,Marzo ,2020,Blue Shell
Supervisores Calidad,0.0,2.0,Marzo ,2020,Blue Shell
Monitores Calidad,7.0,2.0,Marzo ,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,18.0,Marzo ,2020,Blue Shell
Tesorero,0.0,0.0,Marzo ,2020,Blue Shell
Asistente Contabilidad,0.0,2.0,Marzo ,2020,Blue Shell
Jefe RRHH,0.0,1.0,Marzo ,2020,Blue Shell
Jefe de Adquisición,0.0,2.0,Marzo ,2020,Blue Shell
Prevención de Riesgo,1.0,0.0,Marzo ,2020,Blue Shell
Control de Gestión,2.0,9.0,Marzo ,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,5.0,35.0,Marzo ,2020,Blue Shell
Operarios directos (producción),30.0,58.0,Abril ,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,18.0,Abril ,2020,Blue Shell
Jefes de Turno,0.0,2.0,Abril ,2020,Blue Shell
Supervisores Producción,0.0,6.0,Abril ,2020,Blue Shell
Supervisores Calidad,0.0,1.0,Abril ,2020,Blue Shell
Monitores Calidad,2.0,2.0,Abril ,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,14.0,Abril ,2020,Blue Shell
Tesorero,0.0,0.0,Abril ,2020,Blue Shell
Asistente Contabilidad,0.0,2.0,Abril ,2020,Blue Shell
Jefe RRHH,0.0,1.0,Abril ,2020,Blue Shell
Jefe de Adquisición,0.0,2.0,Abril ,2020,Blue Shell
Prevención de Riesgo,1.0,0.0,Abril ,2020,Blue Shell
Control de Gestión,2.0,10.0,Abril ,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,2.0,32.0,Abril ,2020,Blue Shell
Operarios directos (producción),111.0,38.0,Mayo,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,18.0,Mayo,2020,Blue Shell
Jefes de Turno,0.0,2.0,Mayo,2020,Blue Shell
Supervisores Producción,0.0,6.0,Mayo,2020,Blue Shell
Supervisores Calidad,0.0,1.0,Mayo,2020,Blue Shell
Monitores Calidad,2.0,2.0,Mayo,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,17.0,Mayo,2020,Blue Shell
Tesorero,0.0,0.0,Mayo,2020,Blue Shell
Asistente Contabilidad,0.0,2.0,Mayo,2020,Blue Shell
Jefe RRHH,0.0,1.0,Mayo,2020,Blue Shell
Jefe de Adquisición,0.0,2.0,Mayo,2020,Blue Shell
Prevención de Riesgo,0.0,1.0,Mayo,2020,Blue Shell
Control de Gestión,2.0,10.0,Mayo,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,2.0,50.0,Mayo,2020,Blue Shell
Operarios directos (producción),78.63,78.97,Junio,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",0.0,11.0,Junio,2020,Blue Shell
Jefes de Turno,0.0,0.0,Junio,2020,Blue Shell
Supervisores Producción,0.0,17.0,Junio,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Junio,2020,Blue Shell
Monitores Calidad,0.0,29.33,Junio,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,16.7,Junio,2020,Blue Shell
Tesorero,0.0,0.0,Junio,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Junio,2020,Blue Shell
Jefe RRHH,0.0,0.0,Junio,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Junio,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Junio,2020,Blue Shell
Control de Gestión,0.0,0.0,Junio,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,0.0,23.0,Junio,2020,Blue Shell
Operarios directos (producción),128.98630000000003,61.01369999999997,Julio,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",0.0,10.26,Julio,2020,Blue Shell
Jefes de Turno,0.0,0.0,Julio,2020,Blue Shell
Supervisores Producción,0.0,17.16,Julio,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Julio,2020,Blue Shell
Monitores Calidad,0.0,29.632999999999996,Julio,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,16.9333,Julio,2020,Blue Shell
Tesorero,0.0,0.0,Julio,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Julio,2020,Blue Shell
Jefe RRHH,0.0,0.0,Julio,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Julio,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Julio,2020,Blue Shell
Control de Gestión,0.0,0.0,Julio,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,0.0,23.0,Julio,2020,Blue Shell
Operarios directos (producción),156.0,76.99000000000001,Agosto,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",4.0,6.0,Agosto,2020,Blue Shell
Jefes de Turno,0.0,25.533,Agosto,2020,Blue Shell
Supervisores Producción,0.0,0.0,Agosto,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Agosto,2020,Blue Shell
Monitores Calidad,5.0,14.0,Agosto,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,15.6033,Agosto,2020,Blue Shell
Tesorero,0.0,0.0,Agosto,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Agosto,2020,Blue Shell
Jefe RRHH,0.0,0.0,Agosto,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Agosto,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Agosto,2020,Blue Shell
Control de Gestión,0.0,0.0,Agosto,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,2.0,21.0,Agosto,2020,Blue Shell
Operarios directos (producción),0.0,70.53999999999999,Septiembre,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",0.0,6.23,Septiembre,2020,Blue Shell
Jefes de Turno,0.0,0.0,Septiembre,2020,Blue Shell
Supervisores Producción,0.0,21.439999999999998,Septiembre,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Septiembre,2020,Blue Shell
Monitores Calidad,0.0,12.76,Septiembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,0.0,20.6033,Septiembre,2020,Blue Shell
Tesorero,0.0,0.0,Septiembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Septiembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Septiembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Septiembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Septiembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Septiembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,0.0,13.0,Septiembre,2020,Blue Shell
Operarios directos (producción),88.0,59.0,Noviembre,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,6.0,Noviembre,2020,Blue Shell
Jefes de Turno,0.0,0.0,Noviembre,2020,Blue Shell
Supervisores Producción,2.0,24.89,Noviembre,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Noviembre,2020,Blue Shell
Monitores Calidad,1.0,15.899999999999999,Noviembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,17.6033,Noviembre,2020,Blue Shell
Tesorero,0.0,0.0,Noviembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Noviembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Noviembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Noviembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Noviembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Noviembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,1.0,20.0,Noviembre,2020,Blue Shell
Operarios directos (producción),88.0,125.0,Diciembre,2020,Blue Shell
"Operarios Indirectos (Frigorífico, Aseo, etc)",2.0,9.0,Diciembre,2020,Blue Shell
Jefes de Turno,0.0,0.0,Diciembre,2020,Blue Shell
Supervisores Producción,2.0,32.89,Diciembre,2020,Blue Shell
Supervisores Calidad,0.0,0.0,Diciembre,2020,Blue Shell
Monitores Calidad,1.0,18.9,Diciembre,2020,Blue Shell
Operadores Mantención y Administración Directo Planta (Contador,1.0,16.6033,Diciembre,2020,Blue Shell
Tesorero,0.0,0.0,Diciembre,2020,Blue Shell
Asistente Contabilidad,0.0,0.0,Diciembre,2020,Blue Shell
Jefe RRHH,0.0,0.0,Diciembre,2020,Blue Shell
Jefe de Adquisición,0.0,0.0,Diciembre,2020,Blue Shell
Prevención de Riesgo,0.0,0.0,Diciembre,2020,Blue Shell
Control de Gestión,0.0,0.0,Diciembre,2020,Blue Shell
Otro cargo que su trabajo esté asociado directamente con Planta,1.0,21.0,Diciembre,2020,Blue Shell
