Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Rendimiento Olla mmpp Terceros,,0.304,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Quemchi
Carne,50-100 UNI/KG,3880,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,100-200 UNI/KG,152310,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,200-300 UNI/KG,222267.2,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,300-500 UNI/KG,260088,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,500-1000 UNI/KG,23060,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,INDUSTRIAL,34760,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,40-60 UNI/KG,2655,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,60-80 UNI/KG,17713,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,80-100 UNI/KG,4043,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,100 UP UNI/KG,36,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,NATURAL,359275,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,CON SALSA,1825,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.229,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.215,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Quemchi
Carne,50-100 UNI/KG,2520,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,100-200 UNI/KG,378010,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,200-300 UNI/KG,440133.6,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,300-500 UNI/KG,34706,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,500-1000 UNI/KG,5940,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,INDUSTRIAL,34060,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,40-60 UNI/KG,19512,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,60-80 UNI/KG,28125,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,80-100 UNI/KG,1060,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,NATURAL,412263,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.283,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.275,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Quemchi
Carne,50-100 UNI/KG,4470,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,100-200 UNI/KG,152360,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,200-300 UNI/KG,469498.2,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,300-500 UNI/KG,125236,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,500-1000 UNI/KG,5900,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,INDUSTRIAL,36770,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,40-60 UNI/KG,23436,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,60-80 UNI/KG,28604,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,80-100 UNI/KG,6141,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,NATURAL,374656,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.27,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.262,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Carne,100-200 UNI/KG,57030,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Carne,200-300 UNI/KG,627920,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Carne,300-500 UNI/KG,299260,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Carne,INDUSTRIAL,31240,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.249,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.231,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Carne,100-200 UNI/KG,133110,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Carne,200-300 UNI/KG,601850,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Carne,300-500 UNI/KG,282660,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Carne,INDUSTRIAL,33670,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.261,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.263,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,100-200 UNI/KG,400020,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,200-300 UNI/KG,289280,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,300-500 UNI/KG,100920,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,INDUSTRIAL,56720,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.275,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.302,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,100-200 UNI/KG,50000,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,200-300 UNI/KG,92890,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,300-500 UNI/KG,330400,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,INDUSTRIAL,25560,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Rendimiento Olla mmpp Propia,,0,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.174,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,100-200 UNI/KG,472240,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,200-300 UNI/KG,334730,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,300-500 UNI/KG,83460,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,INDUSTRIAL,43580,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.332,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.326,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,100-200 UNI/KG,137260,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,200-300 UNI/KG,353190,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,300-500 UNI/KG,510380,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Carne,INDUSTRIAL,35070,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.215,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.201,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,100-200 UNI/KG,435460,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,200-300 UNI/KG,427860,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,300-500 UNI/KG,141780,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Carne,INDUSTRIAL,44300,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.257,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.333,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Quemchi
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,100-200 UNI/KG,378230,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,200-300 UNI/KG,531560,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,300-500 UNI/KG,177340,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,500-1000 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Carne,INDUSTRIAL,35470,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.291,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.292,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,NATURAL,354956.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.2102,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.2367,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,NATURAL,453738.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.2181,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.2657,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,100-200 UNI/KG,213680.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,200-300 UNI/KG,281730.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,300-500 UNI/KG,105300.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,500-1000 UNI/KG,8520.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Carne,INDUSTRIAL,95480.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,60-80 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,80-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Media Concha,100 UP UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,NATURAL,421568.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,CON SALSA,143873.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Entero,CON SALSA,0.0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.2742,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.2743,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,100-200 UNI/KG,11.3,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,200-300 UNI/KG,101.7,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,300-500 UNI/KG,120.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,500-1000 UNI/KG,22.2,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Carne,INDUSTRIAL,26.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,60-80 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,80-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Media Concha,100 UP UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,NATURAL,158.4,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,CON SALSA,156.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Entero,CON SALSA,0.0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.184,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.199,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,100-200 UNI/KG,183260.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,200-300 UNI/KG,318150.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,300-500 UNI/KG,126820.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,500-1000 UNI/KG,15850.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Carne,INDUSTRIAL,89730.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,60-80 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,80-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Media Concha,100 UP UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,NATURAL,350200.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,CON SALSA,233900.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,NATURAL,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Entero,CON SALSA,0.0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Quemchi
Rendimiento Olla mmpp Propia,,0.2782,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Quemchi
Rendimiento Olla mmpp Terceros,,0.3071,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Quemchi
Carne,50-100 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
Media Concha,40-60 UNI/KG,0.0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Quemchi
